Review_ID,Sentence_ID,Text,Token_Text,Opinion_Target,Opinion_Category,Opinion_Polarity
1016296,1016296:4,chow fun was dry,chow fun dry,chow fun,FOOD#QUALITY,negative
1016296,1016296:4,chow fun was dry,chow fun dry, pork shu mai,FOOD#QUALITY,negative
1016296,1016296:4,chow fun was dry,chow fun dry,ambience,AMBIENCE#GENERAL,negative
1016296,1016296:5,iwe will never go back to this place again,iwe never back place,place,RESTAURANT#GENERAL,negative
1028246,1028246:0,went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,went day oyster binge fish bringing closing glad place trip ended great,Fish,RESTAURANT#GENERAL,positive
1028246,1028246:1,service was devine oysters where a sensual as they come and the price cant be beat,service devine oyster sensual come price cant beat,Service,SERVICE#GENERAL,positive
1028246,1028246:1,service was devine oysters where a sensual as they come and the price cant be beat,service devine oyster sensual come price cant beat,oysters,FOOD#QUALITY,positive
1028246,1028246:1,service was devine oysters where a sensual as they come and the price cant be beat,service devine oyster sensual come price cant beat,restaurant,RESTAURANT#PRICES,positive
1028246,1028246:2,you cant go wrong here,cant wrong,restaurant,RESTAURANT#GENERAL,positive
1032695,1032695:0,every time in new york i make it a point to visit restaurant saul on smith street,every time new york make point visit restaurant saul smith street,Restaurant Saul,RESTAURANT#GENERAL,positive
1032695,1032695:1,everything is always cooked to perfection the service is excellent the decor cool and understated,everything always cooked perfection service excellent decor cool understated,food,FOOD#QUALITY,positive
1032695,1032695:1,everything is always cooked to perfection the service is excellent the decor cool and understated,everything always cooked perfection service excellent decor cool understated,service,SERVICE#GENERAL,positive
1032695,1032695:1,everything is always cooked to perfection the service is excellent the decor cool and understated,everything always cooked perfection service excellent decor cool understated,decor,AMBIENCE#GENERAL,positive
1032695,1032695:2,i had the duck breast special on my last visit and it was incredible,duck breast special last visit incredible,duck breast special,FOOD#QUALITY,positive
1032695,1032695:3,cant wait wait for my next visit,cant wait wait next visit,restaurant,RESTAURANT#GENERAL,positive
1041457,1041457:1,and i hate to say this but i doubt ill ever go back,hate say doubt ill ever back,restaurant,RESTAURANT#GENERAL,negative
1041457,1041457:2,the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,food averagethe thai fusion stuff bit sweet every thing serve sweet,food,FOOD#QUALITY,negative
1041457,1041457:2,the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,food averagethe thai fusion stuff bit sweet every thing serve sweet,Thai fusion stuff,FOOD#QUALITY,negative
1041457,1041457:2,the food is very averagethe thai fusion stuff is a bit too sweet every thing they serve is too sweet here,food averagethe thai fusion stuff bit sweet every thing serve sweet,food,FOOD#QUALITY,negative
1041457,1041457:3,the only thing i moderately enjoyed was their grilled chicken special with edamame puree,thing moderately enjoyed grilled chicken special edamame puree,Grilled Chicken special with Edamame Puree,FOOD#QUALITY,positive
1041457,1041457:4,i had never had edamame pureed before but i thought it was innovative and tasty couldve used a bit more salt,never edamame pureed thought innovative tasty couldve used bit salt,Edamame pureed,FOOD#QUALITY,positive
1041457,1041457:4,i had never had edamame pureed before but i thought it was innovative and tasty couldve used a bit more salt,never edamame pureed thought innovative tasty couldve used bit salt,Edamame pureed,FOOD#STYLE_OPTIONS,positive
1041457,1041457:6,the decor is night thobut they really need to clean that vent in the ceilingits quite unappetizing and kills your effort to make this place look sleek and modern,decor night thobut really need clean vent ceilingits quite unappetizing kill effort make place look sleek modern,place,AMBIENCE#GENERAL,negative
1041457,1041457:6,the decor is night thobut they really need to clean that vent in the ceilingits quite unappetizing and kills your effort to make this place look sleek and modern,decor night thobut really need clean vent ceilingits quite unappetizing kill effort make place look sleek modern,decor,AMBIENCE#GENERAL,positive
1041457,1041457:6,the decor is night thobut they really need to clean that vent in the ceilingits quite unappetizing and kills your effort to make this place look sleek and modern,decor night thobut really need clean vent ceilingits quite unappetizing kill effort make place look sleek modern,vent,AMBIENCE#GENERAL,negative
1053543,1053543:2,their sake list was extensive but we were looking for purple haze which wasnt listed but made for us upon request,sake list extensive looking purple haze wasnt listed made upon request,sake list,DRINKS#STYLE_OPTIONS,positive
1053543,1053543:2,their sake list was extensive but we were looking for purple haze which wasnt listed but made for us upon request,sake list extensive looking purple haze wasnt listed made upon request,service,SERVICE#GENERAL,positive
1053543,1053543:3,the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,spicy tuna roll unusually good rock shrimp tempura awesome great appetizer share,spicy tuna roll,FOOD#QUALITY,positive
1053543,1053543:3,the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,spicy tuna roll unusually good rock shrimp tempura awesome great appetizer share,rock shrimp tempura,FOOD#QUALITY,positive
1053543,1053543:4,we went around 930 on a friday and it had died down a bit by then so the service was great,went around 930 friday died bit service great,service,SERVICE#GENERAL,positive
1055910,1055910:0,we love th pink pony,love pink pony,pink pony,RESTAURANT#GENERAL,positive
1055910,1055910:1,the perfect spot,perfect spot,spot,RESTAURANT#GENERAL,positive
1055910,1055910:2,foodawesome,foodawesome,Food,FOOD#QUALITY,positive
1055910,1055910:3,service friendly and attentive,service friendly attentive,Service,SERVICE#GENERAL,positive
1055910,1055910:4,ambiance relaxed and stylish,ambiance relaxed stylish,Ambiance,AMBIENCE#GENERAL,positive
1055910,1055910:5,dont judge this place prima facie you have to try it to believe it a home away from home for the literate heart,dont judge place prima facie try believe home away home literate heart,place,RESTAURANT#GENERAL,positive
1058221,1058221:3,however its the service that leaves a bad taste in my mouth,however service leaf bad taste mouth,service,SERVICE#GENERAL,negative
1058221,1058221:4,i happen to have a policy that goes along with a little bit of selfrespect which includes not letting a waiter intimidate me ie make me feel bad asking for trivialities like water or the check,happen policy along little bit selfrespect includes letting waiter intimidate make feel bad asking triviality like water check,waiter,SERVICE#GENERAL,negative
1058221,1058221:5,i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is im here to eat and enjoy the company of friends seeking a pleasant experience,know busy showing vintage tee shirt looking bored agenda eat enjoy company friend seeking pleasant experience,service,SERVICE#GENERAL,negative
1058221,1058221:6,well i didnt find it there and trust i have told everyone i can think of about my experience,well didnt find trust told everyone think experience,restaurant,RESTAURANT#GENERAL,negative
1058221,1058221:7,the last time i walked by it looked pretty empty hmmm,last time walked looked pretty empty hmmm,restaurant,RESTAURANT#MISCELLANEOUS,negative
1062641,1062641:0,this place has got to be the best japanese restaurant in the new york area,place got best japanese restaurant new york area,place,RESTAURANT#GENERAL,positive
1062641,1062641:1,i had a great experience,great experience,restaurant,RESTAURANT#GENERAL,positive
1062641,1062641:2,food is great,food great,Food,FOOD#QUALITY,positive
1062641,1062641:3,service is top notch,service top notch,Service,SERVICE#GENERAL,positive
1062641,1062641:4,i have been going back again and again,going back,restaurant,RESTAURANT#GENERAL,positive
1064477,1064477:0,i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,tend judge sushi restaurant sea urchin heavenly sushi rose,sea urchin,FOOD#QUALITY,positive
1064477,1064477:1,it melted in my little mouth and the perfect consistencynot too fishy creamy and slightly buttery,melted little mouth perfect consistencynot fishy creamy slightly buttery,food,FOOD#QUALITY,positive
1064477,1064477:2,the sushi seemed pretty fresh and was adequately proportioned,sushi seemed pretty fresh adequately proportioned,sushi,FOOD#QUALITY,positive
1064477,1064477:2,the sushi seemed pretty fresh and was adequately proportioned,sushi seemed pretty fresh adequately proportioned,sushi,FOOD#STYLE_OPTIONS,positive
1064477,1064477:3,the rice to fish ration was also goodthey didnt try to overpack the rice,rice fish ration also goodthey didnt try overpack rice,rice to fish ration,FOOD#STYLE_OPTIONS,positive
1064477,1064477:4,we took advanatage of the half price sushi deal on saturday so it was well worth it,took advanatage half price sushi deal saturday well worth,half price sushi deal,FOOD#QUALITY,positive
1074868,1074868:2,surprisingly nothing could be further from the truth,surprisingly nothing could truth,restaurant,RESTAURANT#MISCELLANEOUS,positive
1074868,1074868:3,in the evening this place attracted a well dressed with it ny crowd,evening place attracted well dressed crowd,crowd,RESTAURANT#MISCELLANEOUS,positive
1074868,1074868:4,the food was well prepared and the service impecable,food well prepared service impecable,food,FOOD#QUALITY,positive
1074868,1074868:4,the food was well prepared and the service impecable,food well prepared service impecable,service,SERVICE#GENERAL,positive
1074868,1074868:5,im going back,going back,restaurant,RESTAURANT#GENERAL,positive
1084394,1084394:1,quite simply its like stepping out of manhattan and into a haven of tranquility,quite simply like stepping manhattan tranquility,ambience,AMBIENCE#GENERAL,positive
1084394,1084394:3,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,prix fixe menu worth every penny get enough quantity quality,Prix Fixe menu,FOOD#QUALITY,positive
1084394,1084394:3,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,prix fixe menu worth every penny get enough quantity quality,Prix Fixe menu,FOOD#STYLE_OPTIONS,positive
1084394,1084394:3,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,prix fixe menu worth every penny get enough quantity quality,Prix Fixe menu,FOOD#PRICES,positive
1084394,1084394:4,i will be going back and heartily recommend it,going back heartily recommend,restaurant,RESTAURANT#GENERAL,positive
1086415,1086415:1,it is terrific as is the value,terrific value,food,FOOD#QUALITY,positive
1086415,1086415:1,it is terrific as is the value,terrific value,food,FOOD#PRICES,positive
1086415,1086415:2,6 and there is much tasty food all of it fresh and continually refilled,much tasty food fresh continually refilled,food,FOOD#STYLE_OPTIONS,positive
1086415,1086415:2,6 and there is much tasty food all of it fresh and continually refilled,much tasty food fresh continually refilled,food,FOOD#QUALITY,positive
1086415,1086415:2,6 and there is much tasty food all of it fresh and continually refilled,much tasty food fresh continually refilled,food,FOOD#PRICES,positive
1086415,1086415:3,i am not a vegetarian but almost all the dishes were great,vegetarian almost dish great,dishes,FOOD#QUALITY,positive
1086415,1086415:5,go hungry and enjoy,hungry enjoy,restaurant,RESTAURANT#GENERAL,positive
1086478,1086478:0,the food here is rather good but only if you like to wait for it,food rather good like wait,food,FOOD#QUALITY,positive
1086478,1086478:0,the food here is rather good but only if you like to wait for it,food rather good like wait,service,SERVICE#GENERAL,negative
1086478,1086478:1,i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,like somosas chai chole dhosas dhal kinda dissapointing,somosas,FOOD#QUALITY,positive
1086478,1086478:1,i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,like somosas chai chole dhosas dhal kinda dissapointing,chai,FOOD#QUALITY,positive
1086478,1086478:1,i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,like somosas chai chole dhosas dhal kinda dissapointing,chole,FOOD#QUALITY,positive
1086478,1086478:1,i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,like somosas chai chole dhosas dhal kinda dissapointing,dhosas,FOOD#QUALITY,negative
1086478,1086478:1,i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,like somosas chai chole dhosas dhal kinda dissapointing,dhal,FOOD#QUALITY,negative
1086478,1086478:2,the service varys from day to day sometimes theyre very nice and sometimes not,service varys day day sometimes theyre nice sometimes,service,SERVICE#GENERAL,negative
1086478,1086478:3,the kitchen however is almost always slow,kitchen however almost always slow,kitchen,SERVICE#GENERAL,negative
1086478,1086478:4,also specify if you like your food spicy its rather bland if you dont,also specify like food spicy rather bland dont,food,FOOD#QUALITY,negative
1086478,1086478:5,the ambience is pretty and nice for conversation so a casual lunch here would probably be best,ambience pretty nice conversation casual lunch would probably best,ambience,AMBIENCE#GENERAL,positive
1086478,1086478:5,the ambience is pretty and nice for conversation so a casual lunch here would probably be best,ambience pretty nice conversation casual lunch would probably best,restaurant,RESTAURANT#MISCELLANEOUS,positive
1090587,1090587:1,if youve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,youve ever along river weehawken idea top view chart house offer,view,LOCATION#GENERAL,positive
1090587,1090587:2,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,add great service great food reasonable price beginning great evening,service,SERVICE#GENERAL,positive
1090587,1090587:2,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,add great service great food reasonable price beginning great evening,food,FOOD#QUALITY,positive
1090587,1090587:2,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,add great service great food reasonable price beginning great evening,food,FOOD#PRICES,positive
1090587,1090587:3,the lava cake dessert was incredible and i recommend it,lava cake dessert incredible recommend,lava cake dessert,FOOD#QUALITY,positive
1102681,1102681:0,once you step into cosette youre miraculously in a small offthebeaten path parisian bistro,step cosette youre miraculously small offthebeaten path parisian bistro,Cosette,AMBIENCE#GENERAL,positive
1102681,1102681:1,this tiny restaurant is as cozy as it gets with that certain parisian flair,tiny restaurant cozy get certain parisian flair,restaurant,AMBIENCE#GENERAL,positive
1102681,1102681:2,the food was average to aboveaverage the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,food average aboveaverage french onion soup filling yet overly impressive dessert brilliant way,food,FOOD#QUALITY,positive
1102681,1102681:2,the food was average to aboveaverage the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,food average aboveaverage french onion soup filling yet overly impressive dessert brilliant way,French Onion soup,FOOD#QUALITY,negative
1102681,1102681:2,the food was average to aboveaverage the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,food average aboveaverage french onion soup filling yet overly impressive dessert brilliant way,French Onion soup,FOOD#STYLE_OPTIONS,positive
1102681,1102681:2,the food was average to aboveaverage the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,food average aboveaverage french onion soup filling yet overly impressive dessert brilliant way,desserts,FOOD#QUALITY,negative
1102681,1102681:3,however go for the ambience and consider the food just a companion for a trip across the world,however ambience consider food companion trip across world,ambience,AMBIENCE#GENERAL,positive
1118167,1118167:1,it was horrible,horrible,restaurant,RESTAURANT#GENERAL,negative
1118167,1118167:2,the pizza was delivered cold and the cheese wasnt even fully melted,pizza delivered cold cheese wasnt even fully melted,pizza,FOOD#QUALITY,negative
1118167,1118167:2,the pizza was delivered cold and the cheese wasnt even fully melted,pizza delivered cold cheese wasnt even fully melted,cheese,FOOD#QUALITY,negative
1118167,1118167:3,it looked like shredded cheese partly done still in strips,looked like shredded cheese partly done still strip,food,FOOD#QUALITY,negative
1119578,1119578:0,this has got to be one of the most overrated restaurants in brooklyn,got one overrated restaurant brooklyn,restaurant,RESTAURANT#GENERAL,negative
1119578,1119578:1,the pizza is overpriced and soggy,pizza overpriced soggy,pizza,FOOD#QUALITY,negative
1119578,1119578:1,the pizza is overpriced and soggy,pizza overpriced soggy,pizza,FOOD#PRICES,negative
1119578,1119578:2,yes they use fancy ingredients but even fancy ingredients dont make for good pizza unless someone knows how to get the crust right,yes use fancy ingredient even fancy ingredient dont make good pizza unless someone know get crust right,ingredients,FOOD#QUALITY,positive
1119578,1119578:2,yes they use fancy ingredients but even fancy ingredients dont make for good pizza unless someone knows how to get the crust right,yes use fancy ingredient even fancy ingredient dont make good pizza unless someone know get crust right,pizza,FOOD#QUALITY,negative
1119578,1119578:2,yes they use fancy ingredients but even fancy ingredients dont make for good pizza unless someone knows how to get the crust right,yes use fancy ingredient even fancy ingredient dont make good pizza unless someone know get crust right,crust,FOOD#QUALITY,negative
1119578,1119578:3,a big disappointment all around,big disappointment around,restaurant,RESTAURANT#GENERAL,negative
1123262,1123262:0,i think ive had some the best meals of my life at minnow,think ive best meal life minnow,meals,FOOD#QUALITY,positive
1123262,1123262:1,the seafood is amazing theres a good wine list and the everchanging menu always offers some great surprises,seafood amazing there good wine list everchanging menu always offer great surprise,seafood,FOOD#QUALITY,positive
1123262,1123262:1,the seafood is amazing theres a good wine list and the everchanging menu always offers some great surprises,seafood amazing there good wine list everchanging menu always offer great surprise,wine list,DRINKS#STYLE_OPTIONS,positive
1123262,1123262:1,the seafood is amazing theres a good wine list and the everchanging menu always offers some great surprises,seafood amazing there good wine list everchanging menu always offer great surprise,menu,FOOD#STYLE_OPTIONS,positive
1123262,1123262:2,the combination of superfresh ingredients in the dishes are unusual but really delicious,combination superfresh ingredient dish unusual really delicious,ingredients,FOOD#QUALITY,positive
1123262,1123262:3,worth the trip from manhattan,worth trip manhattan,restaurant,RESTAURANT#GENERAL,positive
1125006,1125006:1,best pastrami i ever had and great portion without being ridiculous,best pastrami ever great portion without ridiculous,Pastrami,FOOD#QUALITY,positive
1125006,1125006:1,best pastrami i ever had and great portion without being ridiculous,best pastrami ever great portion without ridiculous,portion,FOOD#STYLE_OPTIONS,positive
1125006,1125006:3,my wife had the fried shrimp which are huge and loved it,wife fried shrimp huge loved,fried shrimp,FOOD#STYLE_OPTIONS,positive
1125006,1125006:3,my wife had the fried shrimp which are huge and loved it,wife fried shrimp huge loved,fried shrimp,FOOD#QUALITY,positive
1125284,1125284:0,as a japanese native ive lived in the tristate area for over 8 years but i was just so amazed at this place,japanese native ive lived tristate area year amazed place,place,RESTAURANT#GENERAL,positive
1125284,1125284:1,this place is the most japanese it can ever get,place japanese ever get,place,RESTAURANT#MISCELLANEOUS,positive
1125284,1125284:2,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food even waitstaff totally japanese,signs,RESTAURANT#MISCELLANEOUS,positive
1125284,1125284:2,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food even waitstaff totally japanese,specials menus,FOOD#STYLE_OPTIONS,positive
1125284,1125284:2,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food even waitstaff totally japanese,food,FOOD#QUALITY,positive
1125284,1125284:2,the signs the specials menus food and even all the waitstaff are all totally japanese,sign special menu food even waitstaff totally japanese,waitstaff,SERVICE#GENERAL,positive
1125284,1125284:3,this place is worth an onehour drive,place worth onehour drive,place,RESTAURANT#GENERAL,positive
1125284,1125284:4,i am so coming back here again as much as i can,coming back much,restaurant,RESTAURANT#GENERAL,positive
1126814,1126814:0,leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere,Leon,RESTAURANT#GENERAL,positive
1126814,1126814:0,leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere,Leon,AMBIENCE#GENERAL,positive
1126814,1126814:0,leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere,specials,FOOD#QUALITY,positive
1126814,1126814:0,leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere,atmosphere,AMBIENCE#GENERAL,positive
1126814,1126814:0,leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,leon east village gem casual hip well prepared basic french bistro fare good special warm lively atmosphere,French bistro fare,FOOD#QUALITY,positive
1126814,1126814:1,my wife and i always enjoy the young not always well trained but nevertheless friendly staff all of whom have a story,wife always enjoy young always well trained nevertheless friendly staff story,staff,SERVICE#GENERAL,positive
1126814,1126814:3,decent wine at reasonable prices,decent wine reasonable price,wine,DRINKS#PRICES,positive
1126814,1126814:4,have been dozens of times and never failed to enjoy the experience,dozen time never failed enjoy experience,restaurant,RESTAURANT#GENERAL,positive
1126814,1126814:5,our teenage kids love it too,teenage kid love,restaurant,RESTAURANT#GENERAL,positive
1126886,1126886:0,everytime i decide to try another place on the ues i get angry that i didnt just go to zucchero pomodori,everytime decide try another place ues get angry didnt zucchero pomodori,Zucchero Pomodori,RESTAURANT#GENERAL,positive
1126886,1126886:1,this is by far my favorite place in the neighborhood,far favorite place neighborhood,place,RESTAURANT#GENERAL,positive
1126886,1126886:2,the service is excellent the decor is great and the food is delicious and comes in large portions,service excellent decor great food delicious come large portion,service,SERVICE#GENERAL,positive
1126886,1126886:2,the service is excellent the decor is great and the food is delicious and comes in large portions,service excellent decor great food delicious come large portion,decor,AMBIENCE#GENERAL,positive
1126886,1126886:2,the service is excellent the decor is great and the food is delicious and comes in large portions,service excellent decor great food delicious come large portion,food,FOOD#QUALITY,positive
1126886,1126886:2,the service is excellent the decor is great and the food is delicious and comes in large portions,service excellent decor great food delicious come large portion,portions,FOOD#STYLE_OPTIONS,positive
1126886,1126886:4,im partial to the gnocchi,partial gnocchi,Gnocchi,RESTAURANT#GENERAL,positive
1131595,1131595:0,this place is incredibly tiny,place incredibly tiny,place,AMBIENCE#GENERAL,negative
1131595,1131595:1,they refuse to seat parties of 3 or more on weekends,refuse seat party weekend,service,SERVICE#GENERAL,negative
1131595,1131595:2,the hostess is rude to the point of being offensive,hostess rude point offensive,hostess,SERVICE#GENERAL,negative
1131595,1131595:3,the food was bland oily,food bland oily,food,FOOD#QUALITY,negative
1131595,1131595:4,i just dont understand all the hype,dont understand hype,restaurant,RESTAURANT#GENERAL,negative
1138996,1138996:1,we have been to this place many times and always have great food wine and service,place many time always great food wine service,food,FOOD#QUALITY,positive
1138996,1138996:1,we have been to this place many times and always have great food wine and service,place many time always great food wine service,wine,DRINKS#QUALITY,positive
1138996,1138996:1,we have been to this place many times and always have great food wine and service,place many time always great food wine service,service,SERVICE#GENERAL,positive
1138996,1138996:2,we were worried we would have trouble getting in but somehow managed to have a short wait,worried would trouble getting somehow managed short wait,wait,SERVICE#GENERAL,positive
1138996,1138996:3,as always we had a great glass of wine while we waited,always great glass wine waited,glass of wine,DRINKS#QUALITY,positive
1138996,1138996:4,when we sat we got great and fast service,sat got great fast service,service,SERVICE#GENERAL,positive
1138996,1138996:5,the people that work there are always so friendly you forget you are in new york sometimes,people work always friendly forget new york sometimes,people,SERVICE#GENERAL,positive
1138996,1138996:6,make sure you try this place as often as you can,make sure try place often,place,RESTAURANT#GENERAL,positive
1145510,1145510:0,this is a fun restaurant to go to,fun restaurant,restaurant,RESTAURANT#GENERAL,positive
1145510,1145510:1,the pizza is yummy and i like the atmoshpere,pizza yummy like atmoshpere,pizza,FOOD#QUALITY,positive
1145510,1145510:1,the pizza is yummy and i like the atmoshpere,pizza yummy like atmoshpere,atmoshpere,AMBIENCE#GENERAL,positive
1145510,1145510:2,but the pizza is way to expensive,pizza way expensive,pizza,FOOD#PRICES,negative
1147082,1147082:0,i went there for lunch and it was not as good as i expected from the reviews i read,went lunch good expected review read,lunch,FOOD#QUALITY,negative
1147082,1147082:1,sauce was watery and the food didnt have much flavor,sauce watery food didnt much flavor,Sauce,FOOD#QUALITY,negative
1147082,1147082:1,sauce was watery and the food didnt have much flavor,sauce watery food didnt much flavor,food,FOOD#QUALITY,negative
1147082,1147082:3,i dont think i would go again,dont think would,restaurant,RESTAURANT#GENERAL,negative
1147211,1147211:0,this place is great,place great,place,RESTAURANT#GENERAL,positive
1147211,1147211:1,i had a huge group for my birthday and we were well taken care of,huge group birthday well taken care,service,SERVICE#GENERAL,positive
1147211,1147211:2,the waitress was very patient with us and the food is phenomenal,waitress patient food phenomenal,waitress,SERVICE#GENERAL,positive
1147211,1147211:2,the waitress was very patient with us and the food is phenomenal,waitress patient food phenomenal,food,FOOD#QUALITY,positive
1147211,1147211:3,service was prompt friendly and great,service prompt friendly great,Service,SERVICE#GENERAL,positive
1147211,1147211:4,slightly on the pricey side but worth it,slightly pricey side worth,restaurant,RESTAURANT#PRICES,negative
1147211,1147211:4,slightly on the pricey side but worth it,slightly pricey side worth,restaurant,RESTAURANT#GENERAL,positive
1153034,1153034:0,great pizza and fantastic service,great pizza fantastic service,pizza,FOOD#QUALITY,positive
1153034,1153034:0,great pizza and fantastic service,great pizza fantastic service,service,SERVICE#GENERAL,positive
1153034,1153034:1,there was a small wait but shorter than i expected,small wait shorter expected,wait,SERVICE#GENERAL,positive
1153034,1153034:2,located at the end of a magnificent block,located end magnificent block,location,LOCATION#GENERAL,positive
1153034,1153034:3,very cozy and warm inside,cozy warm inside,ambience,AMBIENCE#GENERAL,positive
1153034,1153034:4,i will be back,back,restaurant,RESTAURANT#GENERAL,positive
1154550,1154550:0,this is the best sushi in new york city hands down,best sushi new york city hand,sushi,FOOD#QUALITY,positive
1154550,1154550:1,the place is small and cramped but the food is fantastic,place small cramped food fantastic,place,AMBIENCE#GENERAL,negative
1154550,1154550:1,the place is small and cramped but the food is fantastic,place small cramped food fantastic,food,FOOD#QUALITY,positive
1154550,1154550:2,get the tuna of gari,get tuna gari,tuna of gari,FOOD#QUALITY,positive
1162037,1162037:0,planet thailand has always been a hit with me i go there usually for the sushi which is great the thai food is excellent too,planet thailand always hit usually sushi great thai food excellent,sushi,FOOD#QUALITY,positive
1162037,1162037:0,planet thailand has always been a hit with me i go there usually for the sushi which is great the thai food is excellent too,planet thailand always hit usually sushi great thai food excellent,thai food,FOOD#QUALITY,positive
1162037,1162037:0,planet thailand has always been a hit with me i go there usually for the sushi which is great the thai food is excellent too,planet thailand always hit usually sushi great thai food excellent,Planet Thailand,RESTAURANT#GENERAL,positive
1162037,1162037:1,with the great variety on the menu i eat here often and never get bored,great variety menu eat often never get bored,menu,FOOD#STYLE_OPTIONS,positive
1162037,1162037:2,the atmosphere isnt the greatest but i suppose thats how they keep the prices down,atmosphere isnt greatest suppose thats keep price,atmosphere,AMBIENCE#GENERAL,negative
1162037,1162037:2,the atmosphere isnt the greatest but i suppose thats how they keep the prices down,atmosphere isnt greatest suppose thats keep price,restaurant,RESTAURANT#PRICES,positive
1162037,1162037:3,its all about the food,food,food,FOOD#QUALITY,positive
1167434,1167434:1,first it took us a long time to find the place,first took long time find place,place,RESTAURANT#MISCELLANEOUS,negative
